问题,回答,所属分类
sysmon 有什么作用,"sysmon 也叫监控线程，变动的周期性检查，好处
⚫ 释放闲置超过 5 分钟的 span 物理内存；
⚫ 如果超过 2 分钟没有垃圾回收，强制执行；
⚫ 将长时间未处理的 netpoll 添加到全局队列；
⚫ 向长时间运行的 G 任务发出抢占调度(超过 10ms 的 g，会进行 retake)；
⚫ 收回因 syscall 长时间阻塞的 P；
Go面试题

ㅤ永久会员",
三色标记原理,"我们首先看一张图，大概就会对 三色标记法有一个大致的了解：

原理：
首先把所有的对象都放到白色的集合中
⚫ 从根节点开始遍历对象，遍历到的白色对象从白色集合中放到灰色集合中
⚫ 遍历灰色集合中的对象，把灰色对象引用的白色集合的对象放入到灰色集合中，同时把遍历过的灰色集合中的对象放到黑色的集合中
⚫ 循环步骤 3，知道灰色集合中没有对象
⚫ 步骤 4 结束后，白色集合中的对象就是不可达对象，也就是垃圾，进行回收
Go面试题

ㅤ永久会员",
插入写屏障,"golang 的回收没有混合屏障之前，一直是插入写屏障，由于栈赋值没有 hook  的原因，所以栈中没有启用写屏障，所以有 STW。golang 的解决方法是：只是需要在结束时启动 STW 来重新扫描栈。这个自然就会导致整个进程的赋值器卡顿，所以后面 golang 是引用混合写屏障解决这个问题。混合写屏障之后，就没有 STW。
Go面试题

ㅤ永久会员",
删除写屏障,"goalng 没有这一步，golang 的内存写屏障是由插入写屏障到混合写屏障过渡的。简单介绍一下，一个对象即使被删除了最后一个指向它的指针也依旧可以活过这一轮，在下一轮 GC 中被清理掉。
Go面试题

ㅤ永久会员",
写屏障,"Go 在进行三色标记的时候并没有 STW，也就是说，此时的对象还是可以进行修 改。 那么我们考虑一下，下面的情况。

我们在进行三色标记中扫描灰色集合中，扫描到了对象 A，并标记了对象 A 的所有引用，这时候，开始扫描对象 D 的引用，而此时，另一个 goroutine 修改 了 D->E 的引用，变成了如下图所示

这样会不会导致 E 对象就扫描不到了，而被误认为为白色对象，也就是垃圾 写屏障就是为了解决这样的问题，引入写屏障后，在上述步骤后，E 会被认为是存活的，即使后面 E 被 A 对象抛弃，E 会被在下一轮的 GC 中进行回收，这一 轮GC 中是不会对对象 E 进行回收的。
Go面试题

ㅤ永久会员",
混合写屏障,"⚫ 混合写屏障继承了插入写屏障的优点，起始无需 STW 打快照，直接并发扫描垃圾即可；
⚫ 混合写屏障继承了删除写屏障的优点，赋值器是黑色赋值器，GC 期间，任何在栈上创建的新对象，均为黑色。扫描过一次就不需要扫描了，这样就消除了插入写屏障时期最后 STW 的重新扫描栈；
⚫ 混合写屏障扫描精度继承了删除写屏障，比插入写屏障更低，随着带来的是 GC 过程全程无 STW；
⚫ 混合写屏障扫描栈虽然没有 STW，但是扫描某一个具体的栈的时候，还是要停止这个 goroutine 赋值器的工作的哈（针对一个 goroutine 栈来说，是暂停扫的，要么全灰，要么全黑哈，原子状态切换）。
Go面试题

ㅤ永久会员",
GC 触发时机,"主动触发：调用 runtime.GC
被动触发： 使用系统监控，该触发条件由 runtime.forcegcperiod 变量控制，默认为 2 分钟。当超过两分钟没有产生任何 GC 时，强制触发 GC。
使用步调（Pacing）算法，其核心思想是控制内存增长的比例。如 Go 的 GC  是一种比例 GC, 下一次 GC 结束时的堆大小和上一次 GC 存活堆大小成比例.  由 GOGC 控制, 默认 100, 即 2 倍的关系, 200 就是 3 倍,  当 Go 新创建的对象所占用的内存大小，除以上次 GC 结束后保留下来的对象占用内存大小。
Go面试题

ㅤ永久会员",
Go 语言中 GC 的流程是什么,"当前版本的 Go 以 STW 为界限，可以将 GC 划分为五个阶段：
阶段说明赋值器状态 GCMark 标记准备阶段，为并发标记做准备工作，启动写屏障 STWGCMark 扫描标记阶段，与赋值器并发执行，写屏障开启并发
GCMarkTermination 标记终止阶段，保证一个周期内标记任务完成，停止写屏障 STWGCoff 内存清扫阶段，将需要回收的内存归还到堆中，写屏障关闭并发
GCoff 内存归还阶段，将过多的内存归还给操作系统，写屏障关闭并发
Go面试题

ㅤ永久会员",
GC 如何调优,"通过 go tool pprof 和 go tool trace 等工具
⚫ 控制内存分配的速度，限制 goroutine 的数量，从而提高赋值器对 CPU 的利用率。
⚫ 减少并复用内存，例如使用 sync.Pool 来复用需要频繁创建临时对象，例如提前分配足够的内存来降低多余的拷贝。
⚫ 需要时，增大 GOGC 的值，降低 GC 的运行频率。
Go面试题

ㅤ永久会员",
HTML 基础面试题阅读指南（必看）,"大家好，我是帅地。
为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。
由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接，不过大家最好在 PC 电脑端阅读哈，相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. src和href的区别
1. src和href的区别
2. 对HTML语义化的理解
2. 对HTML语义化的理解
3. DOCTYPE(文档类型) 的作用
3. DOCTYPE(文档类型) 的作用
4. script标签中defer和async的区别
4. script标签中defer和async的区别
5. 常用的meta标签有哪些
5. 常用的meta标签有哪些
6. img的srcset属性的作用
6. img的srcset属性的作用
7. 行内元素有哪些 块级元素有哪些 空(void)元素有哪些
7. 行内元素有哪些 块级元素有哪些 空(void)元素有哪些
8. 说一下 web worker
8. 说一下 web worker
9. 浏览器是如何对 HTML5 的离线储存资源进行管理和加载
9. 浏览器是如何对 HTML5 的离线储存资源进行管理和加载
10. iframe 有那些优点和缺点
10. iframe 有那些优点和缺点
11. Canvas和SVG的区别
11. Canvas和SVG的区别
12. 文档声明（Doctype）和!Doctype html有何作用 严格模式与混杂模式如何区分它们有何意义
12. 文档声明（Doctype）和!Doctype html有何作用 严格模式与混杂模式如何区分它们有何意义
13. 浏览器乱码的原因是什么 如何解决
13. 浏览器乱码的原因是什么 如何解决
14. 渐进增强和优雅降级之间的区别
14. 渐进增强和优雅降级之间的区别
15. 说一下 HTML5 drag API
15. 说一下 HTML5 drag API
16. HTML5有哪些新特性，移除了哪些元素 如何处理HTML5新标签的浏览器兼容问题 如何区分HTML和HTML5
16. HTML5有哪些新特性，移除了哪些元素 如何处理HTML5新标签的浏览器兼容问题 如何区分HTML和HTML5
17. 清楚浮动有哪些方式 比较好的方式是哪一种
17. 清楚浮动有哪些方式 比较好的方式是哪一种
18. 实现布局中间自适应宽度，左右两栏固定宽度
18. 实现布局中间自适应宽度，左右两栏固定宽度
19. 写出几种IE6 BUG的解决方法
19. 写出几种IE6 BUG的解决方法
20. meta viewport 是做什么用的，怎么写
20. meta viewport 是做什么用的，怎么写
21. script标签为什么要放在body标签的底部
21. script标签为什么要放在body标签的底部
22. HTML5元素分类
22. HTML5元素分类
23. SVG 与 HTML5 的 canvas 各有什么优点，哪个更有前途
23. SVG 与 HTML5 的 canvas 各有什么优点，哪个更有前途
24. 标准模式和混杂模式的区别
24. 标准模式和混杂模式的区别
25. 标准模式和严格模式的区别
25. 标准模式和严格模式的区别
26. Quirks模式是什么 它和Standards模式有什么区别
26. Quirks模式是什么 它和Standards模式有什么区别
27. 你能描述一下渐进增强和优雅降级之间的不同吗
27. 你能描述一下渐进增强和优雅降级之间的不同吗
28. 简述一下src与href的区别
28. 简述一下src与href的区别
29. 一个页面上有大量的图片（大型电商网站），加载很慢，你有哪些方法优化这些图片的加载，给用户更好的体验
29. 一个页面上有大量的图片（大型电商网站），加载很慢，你有哪些方法优化这些图片的加载，给用户更好的体验
30. 谈谈以前端角度出发做好SEO需要考虑什么
30. 谈谈以前端角度出发做好SEO需要考虑什么
31. 清除浮动的几种方法
31. 清除浮动的几种方法
32. 写HTML代码时应注意什么
32. 写HTML代码时应注意什么
33. HTML5的form如何关闭自动完成功能？
33. HTML5的form如何关闭自动完成功能？
34. 如何实现浏览器内多个标签页之间的通信
34. 如何实现浏览器内多个标签页之间的通信
35. XML和JSON的区别
35. XML和JSON的区别
36. 如何进行网站性能优化
36. 如何进行网站性能优化
37. HTML和XHTML的区别是什么
37. HTML和XHTML的区别是什么
38. 如果网页内容需要支持多语言，你会怎么做
38. 如果网页内容需要支持多语言，你会怎么做
39. 如果把 HTML5 看作做一个开放平台，那它的构建模块有哪些
39. 如果把 HTML5 看作做一个开放平台，那它的构建模块有哪些
40. 如果页面使用 ‘application/xhtml+xml’ 会有什么问题吗
40. 如果页面使用 ‘application/xhtml+xml’ 会有什么问题吗
41. 请解释下什么是语义化的HTML
41. 请解释下什么是语义化的HTML
42. 对于 WEB 标准以及 W3C 的理解与认识问题
42. 对于 WEB 标准以及 W3C 的理解与认识问题
43. 前端页面有哪三层构成，分别是什么 作用是什么
43. 前端页面有哪三层构成，分别是什么 作用是什么
44. 页面可见性（Page Visibility）API 可以有哪些用途
44. 页面可见性（Page Visibility）API 可以有哪些用途
45. Quirks(怪癖）模式是什么 它和 Standards（标准）模式有什么区别
45. Quirks(怪癖）模式是什么 它和 Standards（标准）模式有什么区别
46. div+css 的布局较 table 布局有什么优点
46. div+css 的布局较 table 布局有什么优点
47. html 常见兼容性问题
47. html 常见兼容性问题
48. 如何在页面上实现一个圆形的可点击区域
48. 如何在页面上实现一个圆形的可点击区域
49. HTML 全局属性(global attribute)有哪些
49. HTML 全局属性(global attribute)有哪些
50. meta viewport 原理是什么
50. meta viewport 原理是什么
51. Viewport 属性值
51. Viewport 属性值
52. 页面导入样式时，使用link和@import有什么区别
52. 页面导入样式时，使用link和@import有什么区别
53. label的作用是什么 是怎么用的
53. label的作用是什么 是怎么用的
54. js放在html的不同位置有什么区别吗
54. js放在html的不同位置有什么区别吗
55. 移动html5开发流行的框架有哪些
55. 移动html5开发流行的框架有哪些
56. HTML5 中如何嵌入视频
56. HTML5 中如何嵌入视频
57. Typeof的作用
57. Typeof的作用
HTML面试题

ㅤ普通",
src和href的区别,"src和href都是用来引用外部的资源，它们的区别如下：
src： 表示对资源的引用，它指向的内容会嵌入到当前标签所在的位置。src会将其指向的资源下载并应⽤到⽂档内，如请求js脚本。当浏览器解析到该元素时，会暂停其他资源的下载和处理，直到将该资源加载、编译、执⾏完毕，所以⼀般js脚本会放在页面底部。
href： 表示超文本引用，它指向一些网络资源，建立和当前元素或本文档的链接关系。当浏览器识别到它他指向的⽂件时，就会并行下载资源，不会停⽌对当前⽂档的处理。 常用在a、link等标签上。
HTML面试题

ㅤ普通",
对HTML语义化的理解,"语义化是指根据内容的结构化（内容语义化），选择合适的标签（代码语义化）。通俗来讲就是用正确的标签做正确的事情。
语义化的优点如下：
对机器友好，带有语义的文字表现力丰富，更适合搜索引擎的爬虫爬取有效信息，有利于SEO。除此之外，语义类还支持读屏软件，根据文章可以自动生成目录；
对开发者友好，使用语义类标签增强了可读性，结构更加清晰，开发者能清晰的看出网页的结构，便于团队的开发与维护。
HTML面试题

ㅤ普通",
